Country,Code_FdGp,Crop,Tagname,Desc,Units,Values
Armenia,2848,Milk,ZN,ZINC,mg/kg,0
Armenia,2848,Milk,VITB12,B12,mg/kg,0
Armenia,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Armenia,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Armenia,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Armenia,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Armenia,2848,Milk,VITD,VIT. D,IU/kg,0
Armenia,2542,Sugar,FE,IRON,mg/kg,0
Armenia,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Armenia,2542,Sugar,ZN,ZINC,mg/kg,0
Armenia,2542,Sugar,VITB12,B12,mg/kg,0
Armenia,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Armenia,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Armenia,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Armenia,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Armenia,2542,Sugar,VITD,VIT. D,IU/kg,0
Armenia,2586,Margarine,FE,IRON,mg/kg,0
Armenia,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Armenia,2586,Margarine,ZN,ZINC,mg/kg,0
Armenia,2586,Margarine,VITB12,B12,mg/kg,0
Armenia,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Armenia,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Armenia,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Armenia,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Armenia,2586,Margarine,VITD,VIT. D,IU/kg,0
Armenia,2570000,Cooking Oil,FE,IRON,mg/kg,0
Armenia,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Armenia,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Armenia,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Armenia,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Armenia,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Armenia,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Armenia,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Armenia,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Australia,2511,Wheat,FE,IRON,mg/kg,0
Australia,2511,Wheat,FOL,FOLIC ACID,mg/kg,2
Australia,2511,Wheat,ZN,ZINC,mg/kg,0
Australia,2511,Wheat,VITB12,B12,mg/kg,0
Australia,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Australia,2511,Wheat,THIA,THIAMIN (B1),mg/kg,6.4
Australia,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Australia,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Australia,2511,Wheat,VITD,VIT. D,IU/kg,0
Australia,2514,Maize,FE,IRON,mg/kg,0
Australia,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Australia,2514,Maize,ZN,ZINC,mg/kg,0
Australia,2514,Maize,VITB12,B12,mg/kg,0
Australia,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Australia,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Australia,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Australia,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Australia,2514,Maize,VITD,VIT. D,IU/kg,0
Australia,2805,Rice,FE,IRON,mg/kg,0
Australia,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Australia,2805,Rice,ZN,ZINC,mg/kg,0
Australia,2805,Rice,VITB12,B12,mg/kg,0
Australia,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Australia,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Australia,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Australia,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Australia,2805,Rice,VITD,VIT. D,IU/kg,0
Australia,2848,Milk,FE,IRON,mg/kg,0
Australia,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Australia,2848,Milk,ZN,ZINC,mg/kg,0
Australia,2848,Milk,VITB12,B12,mg/kg,0
Australia,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Australia,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Australia,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Australia,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Australia,2848,Milk,VITD,VIT. D,IU/kg,0
Australia,2542,Sugar,FE,IRON,mg/kg,0
Australia,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Australia,2542,Sugar,ZN,ZINC,mg/kg,0
Australia,2542,Sugar,VITB12,B12,mg/kg,0
Australia,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Australia,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Australia,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Australia,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Australia,2542,Sugar,VITD,VIT. D,IU/kg,0
Australia,2586,Margarine,FE,IRON,mg/kg,0
Australia,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Australia,2586,Margarine,ZN,ZINC,mg/kg,0
Australia,2586,Margarine,VITB12,B12,mg/kg,0
Australia,2586,Margarine,VITA_RAE,VIT. A,IU/kg,28300
Australia,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Australia,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Australia,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Australia,2586,Margarine,VITD,VIT. D,IU/kg,2200
Australia,2570000,Cooking Oil,FE,IRON,mg/kg,0
Australia,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Australia,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Australia,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Australia,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Australia,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Australia,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Australia,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Australia,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Austria,2511,Wheat,FE,IRON,mg/kg,0
Austria,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Austria,2511,Wheat,ZN,ZINC,mg/kg,0
Austria,2511,Wheat,VITB12,B12,mg/kg,0
Austria,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Austria,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
Austria,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Austria,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Austria,2511,Wheat,VITD,VIT. D,IU/kg,0
Austria,2514,Maize,FE,IRON,mg/kg,0
Austria,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Austria,2514,Maize,ZN,ZINC,mg/kg,0
Austria,2514,Maize,VITB12,B12,mg/kg,0
Austria,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Austria,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Austria,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Austria,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Austria,2514,Maize,VITD,VIT. D,IU/kg,0
Austria,2805,Rice,FE,IRON,mg/kg,0
Austria,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Austria,2805,Rice,ZN,ZINC,mg/kg,0
Austria,2805,Rice,VITB12,B12,mg/kg,0
Austria,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Austria,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Austria,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Austria,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Austria,2805,Rice,VITD,VIT. D,IU/kg,0
Austria,2848,Milk,FE,IRON,mg/kg,0
Austria,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Austria,2848,Milk,ZN,ZINC,mg/kg,0
Austria,2848,Milk,VITB12,B12,mg/kg,0
Austria,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Austria,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Austria,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Austria,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Austria,2848,Milk,VITD,VIT. D,IU/kg,0
Austria,2542,Sugar,FE,IRON,mg/kg,0
Austria,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Austria,2542,Sugar,ZN,ZINC,mg/kg,0
Austria,2542,Sugar,VITB12,B12,mg/kg,0
Austria,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Austria,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Austria,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Austria,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Austria,2542,Sugar,VITD,VIT. D,IU/kg,0
Austria,2586,Margarine,FE,IRON,mg/kg,0
Austria,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Austria,2586,Margarine,ZN,ZINC,mg/kg,0
Austria,2586,Margarine,VITB12,B12,mg/kg,0
Austria,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Austria,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Austria,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Austria,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Austria,2586,Margarine,VITD,VIT. D,IU/kg,0
Austria,2570000,Cooking Oil,FE,IRON,mg/kg,0
Austria,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Austria,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Austria,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Austria,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Austria,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Austria,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Austria,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Austria,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Azerbaijan,2511,Wheat,FE,IRON,mg/kg,55
Azerbaijan,2511,Wheat,FOL,FOLIC ACID,mg/kg,1.5
Azerbaijan,2511,Wheat,ZN,ZINC,mg/kg,25
Azerbaijan,2511,Wheat,VITB12,B12,mg/kg,0
Azerbaijan,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Azerbaijan,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
Azerbaijan,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Azerbaijan,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Azerbaijan,2511,Wheat,VITD,VIT. D,IU/kg,0
Azerbaijan,2514,Maize,FE,IRON,mg/kg,0
Azerbaijan,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Azerbaijan,2514,Maize,ZN,ZINC,mg/kg,0
Azerbaijan,2514,Maize,VITB12,B12,mg/kg,0
Azerbaijan,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Azerbaijan,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Azerbaijan,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Azerbaijan,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Azerbaijan,2514,Maize,VITD,VIT. D,IU/kg,0
Azerbaijan,2805,Rice,FE,IRON,mg/kg,0
Azerbaijan,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Azerbaijan,2805,Rice,ZN,ZINC,mg/kg,0
Azerbaijan,2805,Rice,VITB12,B12,mg/kg,0
Azerbaijan,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Azerbaijan,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Azerbaijan,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Azerbaijan,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Azerbaijan,2805,Rice,VITD,VIT. D,IU/kg,0
Azerbaijan,2848,Milk,FE,IRON,mg/kg,0
Azerbaijan,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Azerbaijan,2848,Milk,ZN,ZINC,mg/kg,0
Azerbaijan,2848,Milk,VITB12,B12,mg/kg,0
Azerbaijan,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Azerbaijan,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Azerbaijan,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Azerbaijan,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Azerbaijan,2848,Milk,VITD,VIT. D,IU/kg,0
Azerbaijan,2542,Sugar,FE,IRON,mg/kg,0
Azerbaijan,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Azerbaijan,2542,Sugar,ZN,ZINC,mg/kg,0
Azerbaijan,2542,Sugar,VITB12,B12,mg/kg,0
Azerbaijan,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Azerbaijan,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Azerbaijan,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Azerbaijan,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Azerbaijan,2542,Sugar,VITD,VIT. D,IU/kg,0
Azerbaijan,2586,Margarine,FE,IRON,mg/kg,0
Azerbaijan,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Azerbaijan,2586,Margarine,ZN,ZINC,mg/kg,0
Azerbaijan,2586,Margarine,VITB12,B12,mg/kg,0
Azerbaijan,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Azerbaijan,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Azerbaijan,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Azerbaijan,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Azerbaijan,2586,Margarine,VITD,VIT. D,IU/kg,0
Azerbaijan,2570000,Cooking Oil,FE,IRON,mg/kg,0
Azerbaijan,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Azerbaijan,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Azerbaijan,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Azerbaijan,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Azerbaijan,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Azerbaijan,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Azerbaijan,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Azerbaijan,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Bahamas,2511,Wheat,FE,IRON,mg/kg,29
Bahamas,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Bahamas,2511,Wheat,ZN,ZINC,mg/kg,0
Bahamas,2511,Wheat,VITB12,B12,mg/kg,0
Bahamas,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Bahamas,2511,Wheat,THIA,THIAMIN (B1),mg/kg,6.05
Bahamas,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bahamas,2511,Wheat,NIA,NIACIN (B3),mg/kg,50
Bahamas,2511,Wheat,VITD,VIT. D,IU/kg,0
Bahamas,2514,Maize,FE,IRON,mg/kg,0
Bahamas,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Bahamas,2514,Maize,ZN,ZINC,mg/kg,0
Bahamas,2514,Maize,VITB12,B12,mg/kg,0
Bahamas,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Bahamas,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Bahamas,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bahamas,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Bahamas,2514,Maize,VITD,VIT. D,IU/kg,0
Bahamas,2805,Rice,FE,IRON,mg/kg,0
Bahamas,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Bahamas,2805,Rice,ZN,ZINC,mg/kg,0
Bahamas,2805,Rice,VITB12,B12,mg/kg,0
Bahamas,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Bahamas,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Bahamas,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bahamas,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Bahamas,2805,Rice,VITD,VIT. D,IU/kg,0
Bahamas,2848,Milk,FE,IRON,mg/kg,0
Bahamas,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Bahamas,2848,Milk,ZN,ZINC,mg/kg,0
Bahamas,2848,Milk,VITB12,B12,mg/kg,0
Bahamas,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Bahamas,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Bahamas,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bahamas,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Bahamas,2848,Milk,VITD,VIT. D,IU/kg,0
Bahamas,2542,Sugar,FE,IRON,mg/kg,0
Bahamas,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Bahamas,2542,Sugar,ZN,ZINC,mg/kg,0
Bahamas,2542,Sugar,VITB12,B12,mg/kg,0
Bahamas,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Bahamas,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Bahamas,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bahamas,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Bahamas,2542,Sugar,VITD,VIT. D,IU/kg,0
Bahamas,2586,Margarine,FE,IRON,mg/kg,0
Bahamas,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Bahamas,2586,Margarine,ZN,ZINC,mg/kg,0
Bahamas,2586,Margarine,VITB12,B12,mg/kg,0
Bahamas,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Bahamas,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Bahamas,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bahamas,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Bahamas,2586,Margarine,VITD,VIT. D,IU/kg,0
Bahamas,2570000,Cooking Oil,FE,IRON,mg/kg,0
Bahamas,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Bahamas,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Bahamas,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Bahamas,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Bahamas,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Bahamas,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bahamas,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Bahamas,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Bangladesh,2511,Wheat,FE,IRON,mg/kg,0
Bangladesh,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Bangladesh,2511,Wheat,ZN,ZINC,mg/kg,0
Bangladesh,2511,Wheat,VITB12,B12,mg/kg,0
Bangladesh,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Bangladesh,2511,Wheat,THIA,THIAMIN (B1),mg/kg,0
Bangladesh,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bangladesh,2511,Wheat,NIA,NIACIN (B3),mg/kg,0
Bangladesh,2511,Wheat,VITD,VIT. D,IU/kg,0
Bangladesh,2514,Maize,FE,IRON,mg/kg,0
Bangladesh,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Bangladesh,2514,Maize,ZN,ZINC,mg/kg,0
Bangladesh,2514,Maize,VITB12,B12,mg/kg,0
Bangladesh,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Bangladesh,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Bangladesh,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bangladesh,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Bangladesh,2514,Maize,VITD,VIT. D,IU/kg,0
Bangladesh,2805,Rice,FE,IRON,mg/kg,0
Bangladesh,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Bangladesh,2805,Rice,ZN,ZINC,mg/kg,0
Bangladesh,2805,Rice,VITB12,B12,mg/kg,0
Bangladesh,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Bangladesh,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Bangladesh,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bangladesh,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Bangladesh,2805,Rice,VITD,VIT. D,IU/kg,0
Bangladesh,2848,Milk,FE,IRON,mg/kg,0
Bangladesh,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Bangladesh,2848,Milk,ZN,ZINC,mg/kg,0
Bangladesh,2848,Milk,VITB12,B12,mg/kg,0
Bangladesh,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Bangladesh,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Bangladesh,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bangladesh,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Bangladesh,2848,Milk,VITD,VIT. D,IU/kg,0
Bangladesh,2542,Sugar,FE,IRON,mg/kg,0
Bangladesh,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Bangladesh,2542,Sugar,ZN,ZINC,mg/kg,0
Bangladesh,2542,Sugar,VITB12,B12,mg/kg,0
Bangladesh,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Bangladesh,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Bangladesh,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bangladesh,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Bangladesh,2542,Sugar,VITD,VIT. D,IU/kg,0
Bangladesh,2586,Margarine,FE,IRON,mg/kg,0
Bangladesh,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Bangladesh,2586,Margarine,ZN,ZINC,mg/kg,0
Bangladesh,2586,Margarine,VITB12,B12,mg/kg,0
Bangladesh,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Bangladesh,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Bangladesh,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bangladesh,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Bangladesh,2586,Margarine,VITD,VIT. D,IU/kg,0
Bangladesh,2570000,Cooking Oil,FE,IRON,mg/kg,0
Bangladesh,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Bangladesh,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Bangladesh,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Bangladesh,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Bangladesh,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Bangladesh,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Bangladesh,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Bangladesh,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
Barbados,2511,Wheat,FE,IRON,mg/kg,29
Barbados,2511,Wheat,FOL,FOLIC ACID,mg/kg,0
Barbados,2511,Wheat,ZN,ZINC,mg/kg,0
Barbados,2511,Wheat,VITB12,B12,mg/kg,0
Barbados,2511,Wheat,VITA_RAE,VIT. A,_g RAE/kg,0
Barbados,2511,Wheat,THIA,THIAMIN (B1),mg/kg,6.05
Barbados,2511,Wheat,RIBF,RIBOFLAVIN (B3),mg/kg,0
Barbados,2511,Wheat,NIA,NIACIN (B3),mg/kg,50
Barbados,2511,Wheat,VITD,VIT. D,IU/kg,0
Barbados,2514,Maize,FE,IRON,mg/kg,0
Barbados,2514,Maize,FOL,FOLIC ACID,mg/kg,0
Barbados,2514,Maize,ZN,ZINC,mg/kg,0
Barbados,2514,Maize,VITB12,B12,mg/kg,0
Barbados,2514,Maize,VITA_RAE,VIT. A,_g RAE/kg,0
Barbados,2514,Maize,THIA,THIAMIN (B1),mg/kg,0
Barbados,2514,Maize,RIBF,RIBOFLAVIN (B3),mg/kg,0
Barbados,2514,Maize,NIA,NIACIN (B3),mg/kg,0
Barbados,2514,Maize,VITD,VIT. D,IU/kg,0
Barbados,2805,Rice,FE,IRON,mg/kg,0
Barbados,2805,Rice,FOL,FOLIC ACID,mg/kg,0
Barbados,2805,Rice,ZN,ZINC,mg/kg,0
Barbados,2805,Rice,VITB12,B12,mg/kg,0
Barbados,2805,Rice,VITA_RAE,VIT. A,_g RAE/kg,0
Barbados,2805,Rice,THIA,THIAMIN (B1),mg/kg,0
Barbados,2805,Rice,RIBF,RIBOFLAVIN (B3),mg/kg,0
Barbados,2805,Rice,NIA,NIACIN (B3),mg/kg,0
Barbados,2805,Rice,VITD,VIT. D,IU/kg,0
Barbados,2848,Milk,FE,IRON,mg/kg,0
Barbados,2848,Milk,FOL,FOLIC ACID,mg/kg,0
Barbados,2848,Milk,ZN,ZINC,mg/kg,0
Barbados,2848,Milk,VITB12,B12,mg/kg,0
Barbados,2848,Milk,VITA_RAE,VIT. A,IU/kg,0
Barbados,2848,Milk,THIA,THIAMIN (B1),mg/kg,0
Barbados,2848,Milk,RIBF,RIBOFLAVIN (B3),mg/kg,0
Barbados,2848,Milk,NIA,NIACIN (B3),mg/kg,0
Barbados,2848,Milk,VITD,VIT. D,IU/kg,0
Barbados,2542,Sugar,FE,IRON,mg/kg,0
Barbados,2542,Sugar,FOL,FOLIC ACID,mg/kg,0
Barbados,2542,Sugar,ZN,ZINC,mg/kg,0
Barbados,2542,Sugar,VITB12,B12,mg/kg,0
Barbados,2542,Sugar,VITA_RAE,VIT. A,IU/kg,0
Barbados,2542,Sugar,THIA,THIAMIN (B1),mg/kg,0
Barbados,2542,Sugar,RIBF,RIBOFLAVIN (B3),mg/kg,0
Barbados,2542,Sugar,NIA,NIACIN (B3),mg/kg,0
Barbados,2542,Sugar,VITD,VIT. D,IU/kg,0
Barbados,2586,Margarine,FE,IRON,mg/kg,0
Barbados,2586,Margarine,FOL,FOLIC ACID,mg/kg,0
Barbados,2586,Margarine,ZN,ZINC,mg/kg,0
Barbados,2586,Margarine,VITB12,B12,mg/kg,0
Barbados,2586,Margarine,VITA_RAE,VIT. A,IU/kg,0
Barbados,2586,Margarine,THIA,THIAMIN (B1),mg/kg,0
Barbados,2586,Margarine,RIBF,RIBOFLAVIN (B3),mg/kg,0
Barbados,2586,Margarine,NIA,NIACIN (B3),mg/kg,0
Barbados,2586,Margarine,VITD,VIT. D,IU/kg,0
Barbados,2570000,Cooking Oil,FE,IRON,mg/kg,0
Barbados,2570000,Cooking Oil,FOL,FOLIC ACID,mg/kg,0
Barbados,2570000,Cooking Oil,ZN,ZINC,mg/kg,0
Barbados,2570000,Cooking Oil,VITB12,B12,mg/kg,0
Barbados,2570000,Cooking Oil,VITA_RAE,VIT. A,IU/kg,0
Barbados,2570000,Cooking Oil,THIA,THIAMIN (B1),mg/kg,0
Barbados,2570000,Cooking Oil,RIBF,RIBOFLAVIN (B3),mg/kg,0
Barbados,2570000,Cooking Oil,NIA,NIACIN (B3),mg/kg,0
Barbados,2570000,Cooking Oil,VITD,VIT. D,IU/kg,0
